,map_name,file_names,slope_0.2,norm_slope_0.2,curvature,curvature_linear,curvature_shift,norm_curvature,norm_curvature_linear,norm_curvature_shift,work_total,work_elastic,work_plastic,work_ratio,h_ratio,Er(GPa),H(GPa),mN,Y_name
12,LCV-map1-3mN,LCV-7-map1-indent_0207.txt,115254.88814848676,3.73276951981268,156055.04123201827,16332.208781457695,12.771693895766845,0.486265486068114,0.5265115834286973,0.0042596973145254,123.82046216217904,37.93894559772552,85.88151656445352,0.6935971249401944,0.4514721850344453,213.576642,10.232815,3,matrix
13,LCV-map2-3mN,LCV-8-map2-indent_0253.txt,115440.50665997954,3.3781657767717714,236985.27372971765,13772.026358443094,72.984286791515,0.6020682600031856,0.400884469924331,0.0243415246540144,106.0163181790872,39.40440661980389,66.6119115592833,0.6283175335966645,0.5327103860896067,247.544593,12.267863,3,mc-matrix
14,SAV-matrix2-3mN,SA-6-3mNim_20230808_0802_00004 LC.txt,104801.0173122587,3.223445023483924,172544.21230149557,17614.4041286971,17.344028669709164,0.4724554091609383,0.5327225190911915,0.0057936983453128,114.25409325622184,33.38984275086247,80.86425050535937,0.7077580172468422,0.3654265788755768,221.616283,10.980945,3,matrix
15,SAV-matrix2-3mN,SA-6-3mNim_20230808_1043_00031 LC.txt,103756.64453917096,2.9517375305655755,229863.5994386173,16812.631846878085,30.504429892384227,0.5357856929614242,0.4691525663178385,0.0101905772713744,108.95346718799809,37.703547574776834,71.24991961322125,0.6539481620192981,0.3893790348895908,240.546726,12.442193,3,matrix
16,LCV-map2-3mN,LCV-8-map2-indent_0258.txt,113187.20587122522,3.637262260239335,177587.04701847793,14154.737346023416,41.77041298185367,0.5582111118704285,0.4583025860325815,0.0139310060760472,119.241083400345,37.19955391943856,82.04152948090643,0.6880307285154126,0.5807734793928778,216.633199,10.367527,3,matrix
17,SAV-map2-3mN,SA-8-map2-indents_0040.txt,103696.65988686233,3.2664735714990303,156095.50080653536,17468.691243314443,28.587866301173086,0.4593562550195902,0.5472587513860696,0.0095342691141148,121.5791773307618,44.98645959520338,76.59271773555844,0.629982201040762,0.4168605225914122,201.2965,10.88471,3,matrix
18,BV-map1-5mN,s3-b-curves_0150.txt,115142.14283527328,3.0970687256816216,-59733.69607634008,47447.07684575134,-209.84786034704376,-0.2134799736106734,1.2686163561980035,-0.0419767183248665,349.7171261872976,106.76772316518677,242.94940302211089,0.6947026177150808,0.4551482960739039,175.903745,10.821204,5,mc-matrix
19,BV-map1-5mN,s3-b-curves_0001.txt,151654.34761837544,4.092969665914451,160452.44787889655,16660.33321310111,8.526528653258879,0.5975619173341231,0.4547288647732143,0.0017055816768219,285.5405857076776,82.85978037600267,202.68080533167492,0.709814350311551,0.3555542368184359,221.561137,9.790154,5,matrix
20,LCV-map1-3mN,LCV-7-map1-indent_0072.txt,118133.33013248,3.6086017149003218,231664.86108208547,11142.71216755547,85.88177829669633,0.6418525796497986,0.3387220762602241,0.0286438317230059,111.91581121956791,35.74426754055859,76.17154367900935,0.6806146767731344,0.3801582080628705,232.961598,11.183102,3,mc-matrix
21,BV-map2-3mN,3s-a9-b-map2-curves_0009.txt,112441.74371478971,3.5572807235034416,169703.5294265703,15902.03410443585,55.66944745319379,0.5032242570570273,0.5001097045228347,0.0185682646026307,120.207812487019,40.27495955596842,79.93285293105058,0.6649555571912796,0.4297105324865288,214.308139,10.495369,3,matrix
22,SV-map2-3mN,SV-8-map2-indents_0176.txt,104039.77937649663,3.297937763070839,148414.72163892668,18279.120903655297,0.0409335583685503,0.4413746585444948,0.575833243815519,1.36558425896105e-05,122.0265333154694,43.97558432043966,78.05094899502976,0.6396227678880981,0.5431785656738881,201.390477,10.98271,3,matrix
23,SV-map2-3mN,SV-8-map2-indents_0361.txt,101294.07549582576,3.2155165917551325,140523.3725603709,18670.30322654087,14.5519236738578,0.4193641871706322,0.5891750577727872,0.0048558288074069,126.34143028461624,43.78438302944438,82.55704725517185,0.6534439816708667,0.3945802387238469,196.078422,11.103648,3,matrix
24,LCV-map2-3mN,LCV-8-map2-indent_0106.txt,85088.5464630277,2.0867684188160305,-10896.369914397425,43647.20478533025,-91.33145585643295,-0.0192868759485704,1.0604917433599723,-0.0304608803241028,108.41772260994424,52.297593463691015,56.120129146253234,0.517628739981537,0.6199377942712563,225.564144,18.877963,3,mc
