FORMULA,PROPERTY: BCC/FCC/other,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,24.0,42.0,18.0,28.051102555127752,2.792708903908615,27.0,49.0,61.0,12.0,55.84774238711935,3.566116002684979,58.0,51.9961,95.96,43.963899999999995,60.932974553727675,7.012761132400329,58.933195,1728.0,2896.0,1168.0,1943.3829191459574,261.78313812435465,1768.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,4.0,5.0,1.0,4.100105005250262,0.18016798634821413,4.0,124.0,154.0,30.0,131.55442772138605,6.907949562686392,126.0,1.66,2.16,0.5000000000000002,1.8709975498774933,0.07975327257787472,1.88,1.0,2.0,1.0,1.7497374868743434,0.37526237529937406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.499474973748686,0.950174880112574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,0.0,1.0,1.0,0.2502625131256562,0.375262375299374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.500525026251312,0.950174880112574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7507875393769683,1.2254023271692107,3.0,10.245,15.69,5.445,11.043892194609729,0.974075660380848,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0828246526076304,0.7368163315039641,1.5484712,194.0,229.0,35.0,215.94994749737486,15.365731534739144,194.0
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,other,24.0,42.0,18.0,28.051102555127752,2.792708903908615,27.0,49.0,61.0,12.0,55.84774238711935,3.566116002684979,58.0,51.9961,95.96,43.963899999999995,60.932974553727675,7.012761132400329,58.933195,1728.0,2896.0,1168.0,1943.3829191459574,261.78313812435465,1768.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,4.0,5.0,1.0,4.100105005250262,0.18016798634821413,4.0,124.0,154.0,30.0,131.55442772138605,6.907949562686392,126.0,1.66,2.16,0.5000000000000002,1.8709975498774933,0.07975327257787472,1.88,1.0,2.0,1.0,1.7497374868743434,0.37526237529937406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.499474973748686,0.950174880112574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,0.0,1.0,1.0,0.2502625131256562,0.375262375299374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.500525026251312,0.950174880112574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7507875393769683,1.2254023271692107,3.0,10.245,15.69,5.445,11.043892194609729,0.974075660380848,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0828246526076304,0.7368163315039641,1.5484712,194.0,229.0,35.0,215.94994749737486,15.365731534739144,194.0
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,other,24.0,42.0,18.0,28.051102555127752,2.792708903908615,27.0,49.0,61.0,12.0,55.84774238711935,3.566116002684979,58.0,51.9961,95.96,43.963899999999995,60.932974553727675,7.012761132400329,58.933195,1728.0,2896.0,1168.0,1943.3829191459574,261.78313812435465,1768.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,4.0,5.0,1.0,4.100105005250262,0.18016798634821413,4.0,124.0,154.0,30.0,131.55442772138605,6.907949562686392,126.0,1.66,2.16,0.5000000000000002,1.8709975498774933,0.07975327257787472,1.88,1.0,2.0,1.0,1.7497374868743434,0.37526237529937406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.499474973748686,0.950174880112574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,0.0,1.0,1.0,0.2502625131256562,0.375262375299374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.500525026251312,0.950174880112574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7507875393769683,1.2254023271692107,3.0,10.245,15.69,5.445,11.043892194609729,0.974075660380848,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0828246526076304,0.7368163315039641,1.5484712,194.0,229.0,35.0,215.94994749737486,15.365731534739144,194.0
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,other,24.0,42.0,18.0,28.051102555127752,2.792708903908615,27.0,49.0,61.0,12.0,55.84774238711935,3.566116002684979,58.0,51.9961,95.96,43.963899999999995,60.932974553727675,7.012761132400329,58.933195,1728.0,2896.0,1168.0,1943.3829191459574,261.78313812435465,1768.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,4.0,5.0,1.0,4.100105005250262,0.18016798634821413,4.0,124.0,154.0,30.0,131.55442772138605,6.907949562686392,126.0,1.66,2.16,0.5000000000000002,1.8709975498774933,0.07975327257787472,1.88,1.0,2.0,1.0,1.7497374868743434,0.37526237529937406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.499474973748686,0.950174880112574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,0.0,1.0,1.0,0.2502625131256562,0.375262375299374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.500525026251312,0.950174880112574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7507875393769683,1.2254023271692107,3.0,10.245,15.69,5.445,11.043892194609729,0.974075660380848,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0828246526076304,0.7368163315039641,1.5484712,194.0,229.0,35.0,215.94994749737486,15.365731534739144,194.0
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,other,24.0,42.0,18.0,28.051102555127752,2.792708903908615,27.0,49.0,61.0,12.0,55.84774238711935,3.566116002684979,58.0,51.9961,95.96,43.963899999999995,60.932974553727675,7.012761132400329,58.933195,1728.0,2896.0,1168.0,1943.3829191459574,261.78313812435465,1768.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,4.0,5.0,1.0,4.100105005250262,0.18016798634821413,4.0,124.0,154.0,30.0,131.55442772138605,6.907949562686392,126.0,1.66,2.16,0.5000000000000002,1.8709975498774933,0.07975327257787472,1.88,1.0,2.0,1.0,1.7497374868743434,0.37526237529937406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.499474973748686,0.950174880112574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,0.0,1.0,1.0,0.2502625131256562,0.375262375299374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.500525026251312,0.950174880112574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7507875393769683,1.2254023271692107,3.0,10.245,15.69,5.445,11.043892194609729,0.974075660380848,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0828246526076304,0.7368163315039641,1.5484712,194.0,229.0,35.0,215.94994749737486,15.365731534739144,194.0
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,other,24.0,42.0,18.0,28.051102555127752,2.792708903908615,27.0,49.0,61.0,12.0,55.84774238711935,3.566116002684979,58.0,51.9961,95.96,43.963899999999995,60.932974553727675,7.012761132400329,58.933195,1728.0,2896.0,1168.0,1943.3829191459574,261.78313812435465,1768.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,4.0,5.0,1.0,4.100105005250262,0.18016798634821413,4.0,124.0,154.0,30.0,131.55442772138605,6.907949562686392,126.0,1.66,2.16,0.5000000000000002,1.8709975498774933,0.07975327257787472,1.88,1.0,2.0,1.0,1.7497374868743434,0.37526237529937406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.499474973748686,0.950174880112574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,0.0,1.0,1.0,0.2502625131256562,0.375262375299374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.500525026251312,0.950174880112574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7507875393769683,1.2254023271692107,3.0,10.245,15.69,5.445,11.043892194609729,0.974075660380848,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0828246526076304,0.7368163315039641,1.5484712,194.0,229.0,35.0,215.94994749737486,15.365731534739144,194.0
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,FCC,24.0,42.0,18.0,28.051102555127752,2.792708903908615,27.0,49.0,61.0,12.0,55.84774238711935,3.566116002684979,58.0,51.9961,95.96,43.963899999999995,60.932974553727675,7.012761132400329,58.933195,1728.0,2896.0,1168.0,1943.3829191459574,261.78313812435465,1768.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,4.0,5.0,1.0,4.100105005250262,0.18016798634821413,4.0,124.0,154.0,30.0,131.55442772138605,6.907949562686392,126.0,1.66,2.16,0.5000000000000002,1.8709975498774933,0.07975327257787472,1.88,1.0,2.0,1.0,1.7497374868743434,0.37526237529937406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.499474973748686,0.950174880112574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.24921246062303,1.2254023271692112,9.0,0.0,1.0,1.0,0.2502625131256562,0.375262375299374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.500525026251312,0.950174880112574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7507875393769683,1.2254023271692107,3.0,10.245,15.69,5.445,11.043892194609729,0.974075660380848,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0828246526076304,0.7368163315039641,1.5484712,194.0,229.0,35.0,215.94994749737486,15.365731534739144,194.0
Co1 Cr1 Fe1 Ni1,FCC,24.0,28.0,4.0,26.25,1.25,24.0,49.0,61.0,12.0,55.75,3.75,49.0,51.9961,58.933195,6.937094999999999,56.36692375,2.4463737499999993,51.9961,1728.0,2180.0,452.0,1871.75,154.125,1728.0,6.0,10.0,4.0,8.25,1.25,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.25,5.25,124.0,1.66,1.91,0.25,1.82,0.07999999999999996,1.66,1.0,2.0,1.0,1.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.25,1.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.75,1.25,2.0,10.245,11.19,0.9450000000000003,10.62125,0.3387500000000001,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.063632175,0.7659348250000001,0.0,194.0,229.0,35.0,219.25,12.625,194.0
Co1 Cr1 Fe1 Mo0.083 Ni1,other,24.0,42.0,18.0,26.570168993387217,1.5382502996690819,24.0,49.0,61.0,12.0,55.6331129071761,3.788280277074606,49.0,51.9961,95.96,43.963899999999995,57.1717793289248,3.185137721209708,51.9961,1728.0,2896.0,1168.0,1892.5711486651971,181.5887563044778,1728.0,6.0,10.0,4.0,8.204261572373255,1.269398410606657,6.0,4.0,5.0,1.0,4.020328190056331,0.0398299094907293,4.0,124.0,154.0,30.0,130.73279451383783,5.616257177406676,124.0,1.66,2.16,0.5000000000000002,1.8269115846191526,0.08175928710220551,1.66,1.0,2.0,1.0,1.7347538574577517,0.3897812528174112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.469507714915503,1.009544242061716,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.204261572373255,1.269398410606657,6.0,0.0,1.0,1.0,0.2652461425422483,0.3897812528174112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.530492285084496,1.009544242061716,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.7957384276267447,1.269398410606657,2.0,10.245,15.69,5.445,10.724288513348029,0.4328077524839858,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.042010457996571,0.7715469429374762,0.0,194.0,229.0,35.0,219.4481998530492,12.465442004922485,194.0
Co1 Cr1 Fe1 Mo0.208 Ni1,other,24.0,42.0,18.0,27.028517110266158,1.941801963307261,24.0,49.0,61.0,12.0,55.465779467680605,3.834810391938585,49.0,51.9961,95.96,43.963899999999995,58.32399596007604,4.185785133152134,51.9961,1728.0,2896.0,1168.0,1922.3783269961978,218.69533316948343,1728.0,6.0,10.0,4.0,8.138783269961978,1.2939322528878545,6.0,4.0,5.0,1.0,4.0494296577946765,0.09397273344995558,4.0,124.0,154.0,30.0,131.42395437262354,6.106420506296175,124.0,1.66,2.16,0.5000000000000002,1.83680608365019,0.0872681403518917,1.66,1.0,2.0,1.0,1.7129277566539924,0.40932354089259637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.425855513307984,1.02104989229279,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.138783269961978,1.2939322528878545,6.0,0.0,1.0,1.0,0.28707224334600756,0.40932354089259637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5741444866920147,1.02104989229279,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.8612167300380222,1.2939322528878543,2.0,10.245,15.69,5.445,10.871796577946768,0.6275616605704865,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0110572005703422,0.7780511401422603,0.0,194.0,229.0,35.0,219.73193916349808,12.23000910812648,194.0
Co1 Cr1 Fe1 Mo0.304 Ni1,other,24.0,42.0,18.0,27.36245353159851,2.364015146280454,24.0,49.0,61.0,12.0,55.34386617100371,3.862577907989109,49.0,51.9961,95.96,43.963899999999995,59.16346073420074,5.198024134202124,51.9961,1728.0,2896.0,1168.0,1944.0947955390334,244.09125772170086,1728.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,4.0,5.0,1.0,4.070631970260223,0.13128619007476394,4.0,124.0,154.0,30.0,131.9275092936803,6.438205663271653,124.0,1.66,2.16,0.5000000000000002,1.844014869888476,0.09202125454319311,1.66,1.0,2.0,1.0,1.6970260223048326,0.42236149306947113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.394052044609665,1.0278326722958497,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,0.0,1.0,1.0,0.30297397769516726,0.4223614930694711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6059479553903344,1.02783267229585,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.908921933085501,1.3094070010088308,2.0,10.245,15.69,5.445,10.979265799256504,0.7633816904133436,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9885057388475835,0.7816554471676732,0.0,194.0,229.0,35.0,219.93866171003717,12.053281463771926,194.0
Co1 Cr1 Fe1 Mo0.304 Ni1,other,24.0,42.0,18.0,27.36245353159851,2.364015146280454,24.0,49.0,61.0,12.0,55.34386617100371,3.862577907989109,49.0,51.9961,95.96,43.963899999999995,59.16346073420074,5.198024134202124,51.9961,1728.0,2896.0,1168.0,1944.0947955390334,244.09125772170086,1728.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,4.0,5.0,1.0,4.070631970260223,0.13128619007476394,4.0,124.0,154.0,30.0,131.9275092936803,6.438205663271653,124.0,1.66,2.16,0.5000000000000002,1.844014869888476,0.09202125454319311,1.66,1.0,2.0,1.0,1.6970260223048326,0.42236149306947113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.394052044609665,1.0278326722958497,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,0.0,1.0,1.0,0.30297397769516726,0.4223614930694711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6059479553903344,1.02783267229585,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.908921933085501,1.3094070010088308,2.0,10.245,15.69,5.445,10.979265799256504,0.7633816904133436,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9885057388475835,0.7816554471676732,0.0,194.0,229.0,35.0,219.93866171003717,12.053281463771926,194.0
Co1 Cr1 Fe1 Mo0.304 Ni1,other,24.0,42.0,18.0,27.36245353159851,2.364015146280454,24.0,49.0,61.0,12.0,55.34386617100371,3.862577907989109,49.0,51.9961,95.96,43.963899999999995,59.16346073420074,5.198024134202124,51.9961,1728.0,2896.0,1168.0,1944.0947955390334,244.09125772170086,1728.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,4.0,5.0,1.0,4.070631970260223,0.13128619007476394,4.0,124.0,154.0,30.0,131.9275092936803,6.438205663271653,124.0,1.66,2.16,0.5000000000000002,1.844014869888476,0.09202125454319311,1.66,1.0,2.0,1.0,1.6970260223048326,0.42236149306947113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.394052044609665,1.0278326722958497,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,0.0,1.0,1.0,0.30297397769516726,0.4223614930694711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6059479553903344,1.02783267229585,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.908921933085501,1.3094070010088308,2.0,10.245,15.69,5.445,10.979265799256504,0.7633816904133436,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9885057388475835,0.7816554471676732,0.0,194.0,229.0,35.0,219.93866171003717,12.053281463771926,194.0
Co1 Cr1 Fe1 Mo0.304 Ni1,other,24.0,42.0,18.0,27.36245353159851,2.364015146280454,24.0,49.0,61.0,12.0,55.34386617100371,3.862577907989109,49.0,51.9961,95.96,43.963899999999995,59.16346073420074,5.198024134202124,51.9961,1728.0,2896.0,1168.0,1944.0947955390334,244.09125772170086,1728.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,4.0,5.0,1.0,4.070631970260223,0.13128619007476394,4.0,124.0,154.0,30.0,131.9275092936803,6.438205663271653,124.0,1.66,2.16,0.5000000000000002,1.844014869888476,0.09202125454319311,1.66,1.0,2.0,1.0,1.6970260223048326,0.42236149306947113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.394052044609665,1.0278326722958497,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.091078066914497,1.3094070010088303,6.0,0.0,1.0,1.0,0.30297397769516726,0.4223614930694711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6059479553903344,1.02783267229585,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.908921933085501,1.3094070010088308,2.0,10.245,15.69,5.445,10.979265799256504,0.7633816904133436,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9885057388475835,0.7816554471676732,0.0,194.0,229.0,35.0,219.93866171003717,12.053281463771926,194.0
Co1 Cr1 Fe1 Mn1 Ni1,FCC,24.0,28.0,4.0,26.0,1.2,24.0,49.0,61.0,12.0,55.0,3.6,49.0,51.9961,58.933195,6.937094999999999,56.081148,2.1857195999999988,51.9961,1519.0,2180.0,661.0,1801.2,155.44,1519.0,6.0,10.0,4.0,8.0,1.2,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.0,5.6,124.0,1.55,1.91,0.3599999999999999,1.766,0.12879999999999997,1.55,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.2,1.04,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,1.2,6.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.8,1.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.2,2.0,10.245,11.19,0.9450000000000003,10.59451724138,0.2923862068960002,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8509677641379311,0.7828793886896552,0.0,194.0,229.0,35.0,218.8,10.639999999999997,194.0
C0.02 Co1 Cr1 Fe1 Mn1 Ni1,other,6.0,28.0,22.0,25.920318725099605,1.2904557070522684,24.0,49.0,77.0,28.0,55.08764940239043,3.69041761241885,49.0,12.0107,58.933195,46.922495,55.90556852589642,2.316915517214013,51.9961,1519.0,3823.0,2304.0,1809.2549800796812,164.44818336216883,1519.0,6.0,14.0,8.0,8.023904382470121,1.2237900985698644,6.0,2.0,4.0,2.0,3.99203187250996,0.015872763924382145,4.0,76.0,139.0,63.0,131.7768924302789,5.844351676957505,124.0,1.55,2.55,0.9999999999999998,1.7691235059760955,0.1307757019729846,1.55,1.0,2.0,1.0,1.800796812749004,0.3190425548800813,1.0,0.0,2.0,2.0,0.007968127490039842,0.015872763924382156,0.0,0.0,8.0,8.0,6.175298804780877,1.0555388009714133,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,7.98406374501992,1.2142664402152348,6.0,0.0,1.0,1.0,0.19920318725099603,0.3190425548800813,0.0,0.0,4.0,4.0,0.015936254980079684,0.03174552784876431,0.0,0.0,5.0,5.0,3.7848605577689245,1.053951524578975,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.1952191235059761,2.0,5.64,11.19,5.55,10.574778128864542,0.30694969811590317,10.245,0.0,4.496,4.496,0.017912350597609566,0.03568197330201109,0.0,0.0,2.1106628,2.1106628,0.8475774543206486,0.7824617893859376,0.0,194.0,229.0,35.0,218.70119521912355,10.715702925350385,194.0
Co1 Cr1 Fe1 Mn1 Ni1,FCC,24.0,28.0,4.0,26.0,1.2,24.0,49.0,61.0,12.0,55.0,3.6,49.0,51.9961,58.933195,6.937094999999999,56.081148,2.1857195999999988,51.9961,1519.0,2180.0,661.0,1801.2,155.44,1519.0,6.0,10.0,4.0,8.0,1.2,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.0,5.6,124.0,1.55,1.91,0.3599999999999999,1.766,0.12879999999999997,1.55,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.2,1.04,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,1.2,6.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.8,1.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.2,2.0,10.245,11.19,0.9450000000000003,10.59451724138,0.2923862068960002,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8509677641379311,0.7828793886896552,0.0,194.0,229.0,35.0,218.8,10.639999999999997,194.0
