FORMULA,PROPERTY: BCC/FCC/other,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Al1 Co1 Cr1 Fe1 Ni1,other,13.0,28.0,15.0,23.6,4.239999999999999,13.0,49.0,73.0,24.0,59.2,6.24,49.0,26.9815386,58.933195,31.951656399999997,50.489846719999996,9.403323248000001,26.9815386,933.47,2180.0,1246.53,1684.0940000000003,300.2495999999998,933.47,6.0,13.0,7.0,9.2,1.8399999999999999,6.0,3.0,4.0,1.0,3.8,0.3200000000000001,3.0,121.0,139.0,18.0,128.4,5.6800000000000015,121.0,1.61,1.91,0.2999999999999998,1.778,0.11439999999999997,1.61,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,8.0,8.0,5.2,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.2,2.16,3.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.2,2.0,10.245,16.48,6.235000000000001,11.793,1.8747999999999998,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.85090574,0.782929008,0.0,194.0,229.0,35.0,220.4,10.559999999999997,194.0
Al1 Co1 Cr1 Fe1 Ni1,other,13.0,28.0,15.0,23.6,4.239999999999999,13.0,49.0,73.0,24.0,59.2,6.24,49.0,26.9815386,58.933195,31.951656399999997,50.489846719999996,9.403323248000001,26.9815386,933.47,2180.0,1246.53,1684.0940000000003,300.2495999999998,933.47,6.0,13.0,7.0,9.2,1.8399999999999999,6.0,3.0,4.0,1.0,3.8,0.3200000000000001,3.0,121.0,139.0,18.0,128.4,5.6800000000000015,121.0,1.61,1.91,0.2999999999999998,1.778,0.11439999999999997,1.61,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,8.0,8.0,5.2,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.2,2.16,3.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.2,2.0,10.245,16.48,6.235000000000001,11.793,1.8747999999999998,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.85090574,0.782929008,0.0,194.0,229.0,35.0,220.4,10.559999999999997,194.0
Al0.515 Cr0.515 Fe1 Ni1,other,13.0,28.0,15.0,24.11056105610561,3.8144408500255964,26.0,49.0,73.0,24.0,59.01980198019801,6.059405940594059,55.0,26.9815386,58.6934,31.711861399999997,51.225044184488446,8.241191667334357,55.845,933.47,2180.0,1246.53,1697.1739438943894,259.6089314228453,1728.0,6.0,13.0,7.0,9.169966996699669,1.8498349834983498,8.0,3.0,4.0,1.0,3.83003300330033,0.2821564334651287,4.0,121.0,139.0,18.0,128.67986798679866,5.699669966996699,124.0,1.61,1.91,0.2999999999999998,1.7901155115511551,0.10545807055953119,1.83,1.0,2.0,1.0,1.8300330033003298,0.2821564334651288,2.0,0.0,1.0,1.0,0.16996699669966997,0.2821564334651287,0.0,0.0,8.0,8.0,5.470297029702969,2.019409861778257,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.470297029702969,2.019409861778257,8.0,0.0,1.0,1.0,0.16996699669966997,0.2821564334651287,0.0,0.0,5.0,5.0,0.8498349834983498,1.4107821673256433,0.0,0.0,5.0,5.0,2.8300330033003296,1.50990099009901,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.8498349834983494,1.2210131904279538,2.0,10.32,16.48,6.16,11.650181518151815,1.6418194839285907,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8930882838283828,0.8036795486281301,0.5953947,225.0,229.0,4.0,226.99999999999997,2.0,225.0
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,other,13.0,28.0,15.0,24.30683311432326,3.899200685176327,28.0,49.0,73.0,24.0,59.489159001314064,5.528830978327499,61.0,26.9815386,58.933195,31.951656399999997,51.807697427595265,8.335195243693287,58.6934,933.47,2180.0,1246.53,1691.1472306176083,254.38440528620103,1728.0,6.0,13.0,7.0,9.328515111695138,1.6738591762343276,10.0,3.0,4.0,1.0,3.832128777923785,0.2793809497497066,4.0,121.0,139.0,18.0,127.69316688567673,5.242170461786048,124.0,1.61,1.91,0.2999999999999998,1.7992049934296976,0.11026117167224121,1.91,1.0,2.0,1.0,1.8321287779237845,0.2793809497497069,2.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,8.0,8.0,5.649802890932983,2.1150450424004656,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.649802890932984,2.115045042400465,10.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,5.0,5.0,0.8393561103810776,1.3969047487485344,0.0,0.0,5.0,5.0,2.671484888304862,1.3381167320818965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.678712220762155,1.3308371652901554,2.0,10.245,16.48,6.235000000000001,11.556371550591326,1.6530710497029109,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.809859452693824,0.6847182085065123,0.5953947,194.0,229.0,35.0,221.13896189224707,9.111701397462692,225.0
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,other,13.0,28.0,15.0,24.42307692307692,3.85207100591716,28.0,49.0,73.0,24.0,59.53671328671328,5.401199325150374,61.0,26.9815386,58.933195,31.951656399999997,52.02442749090908,8.152528403877941,58.6934,933.47,2180.0,1246.53,1692.3071853146853,246.75474907085922,1728.0,6.0,13.0,7.0,9.349650349650348,1.6417917746589075,10.0,3.0,4.0,1.0,3.8374125874125875,0.27230549171108603,4.0,121.0,139.0,18.0,127.57692307692307,5.152770306616456,124.0,1.61,1.91,0.2999999999999998,1.8026923076923076,0.10905863367401829,1.91,1.0,2.0,1.0,1.8374125874125875,0.27230549171108603,2.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,8.0,8.0,5.723776223776223,2.0965817399383835,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.723776223776224,2.096581739938383,10.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,5.0,5.0,0.8129370629370629,1.3615274585554307,0.0,0.0,5.0,5.0,2.65034965034965,1.3166169494840823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6258741258741254,1.3404934226612546,2.0,10.245,16.48,6.235000000000001,11.517456293706294,1.6136942821164852,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8031090944055943,0.6675565400019561,0.5953947,194.0,229.0,35.0,221.26048951048952,8.864424910753575,225.0
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,other,13.0,28.0,15.0,24.46148359486448,3.8354195453407707,28.0,49.0,73.0,24.0,59.552425106990015,5.358367453464685,61.0,26.9815386,58.933195,31.951656399999997,52.09603457689015,8.111061469154723,58.6934,933.47,2180.0,1246.53,1692.690431526391,244.22854109729116,1728.0,6.0,13.0,7.0,9.35663338088445,1.630902257016164,10.0,3.0,4.0,1.0,3.8391583452211124,0.26994323373375323,4.0,121.0,139.0,18.0,127.53851640513551,5.122152783571865,124.0,1.61,1.91,0.2999999999999998,1.8038445078459342,0.10862892016906764,1.91,1.0,2.0,1.0,1.8391583452211124,0.26994323373375323,2.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,8.0,8.0,5.748216833095578,2.089794282062918,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.748216833095577,2.0897942820629183,10.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,5.0,5.0,0.8042082738944364,1.3497161686687655,0.0,0.0,5.0,5.0,2.643366619115549,1.309218947458389,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.608416547788873,1.3429475112993257,2.0,10.245,16.48,6.235000000000001,11.504598787446504,1.6005035284319722,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8008787924393723,0.6618236542223153,0.5953947,194.0,229.0,35.0,221.3006419400856,8.782160852338512,225.0
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,other,13.0,28.0,15.0,24.30683311432326,3.899200685176327,28.0,49.0,73.0,24.0,59.489159001314064,5.528830978327499,61.0,26.9815386,58.933195,31.951656399999997,51.807697427595265,8.335195243693287,58.6934,933.47,2180.0,1246.53,1691.1472306176083,254.38440528620103,1728.0,6.0,13.0,7.0,9.328515111695138,1.6738591762343276,10.0,3.0,4.0,1.0,3.832128777923785,0.2793809497497066,4.0,121.0,139.0,18.0,127.69316688567673,5.242170461786048,124.0,1.61,1.91,0.2999999999999998,1.7992049934296976,0.11026117167224121,1.91,1.0,2.0,1.0,1.8321287779237845,0.2793809497497069,2.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,8.0,8.0,5.649802890932983,2.1150450424004656,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.649802890932984,2.115045042400465,10.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,5.0,5.0,0.8393561103810776,1.3969047487485344,0.0,0.0,5.0,5.0,2.671484888304862,1.3381167320818965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.678712220762155,1.3308371652901554,2.0,10.245,16.48,6.235000000000001,11.556371550591326,1.6530710497029109,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.809859452693824,0.6847182085065123,0.5953947,194.0,229.0,35.0,221.13896189224707,9.111701397462692,225.0
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,other,13.0,28.0,15.0,24.42307692307692,3.85207100591716,28.0,49.0,73.0,24.0,59.53671328671328,5.401199325150374,61.0,26.9815386,58.933195,31.951656399999997,52.02442749090908,8.152528403877941,58.6934,933.47,2180.0,1246.53,1692.3071853146853,246.75474907085922,1728.0,6.0,13.0,7.0,9.349650349650348,1.6417917746589075,10.0,3.0,4.0,1.0,3.8374125874125875,0.27230549171108603,4.0,121.0,139.0,18.0,127.57692307692307,5.152770306616456,124.0,1.61,1.91,0.2999999999999998,1.8026923076923076,0.10905863367401829,1.91,1.0,2.0,1.0,1.8374125874125875,0.27230549171108603,2.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,8.0,8.0,5.723776223776223,2.0965817399383835,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.723776223776224,2.096581739938383,10.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,5.0,5.0,0.8129370629370629,1.3615274585554307,0.0,0.0,5.0,5.0,2.65034965034965,1.3166169494840823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6258741258741254,1.3404934226612546,2.0,10.245,16.48,6.235000000000001,11.517456293706294,1.6136942821164852,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8031090944055943,0.6675565400019561,0.5953947,194.0,229.0,35.0,221.26048951048952,8.864424910753575,225.0
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,other,13.0,28.0,15.0,24.46148359486448,3.8354195453407707,28.0,49.0,73.0,24.0,59.552425106990015,5.358367453464685,61.0,26.9815386,58.933195,31.951656399999997,52.09603457689015,8.111061469154723,58.6934,933.47,2180.0,1246.53,1692.690431526391,244.22854109729116,1728.0,6.0,13.0,7.0,9.35663338088445,1.630902257016164,10.0,3.0,4.0,1.0,3.8391583452211124,0.26994323373375323,4.0,121.0,139.0,18.0,127.53851640513551,5.122152783571865,124.0,1.61,1.91,0.2999999999999998,1.8038445078459342,0.10862892016906764,1.91,1.0,2.0,1.0,1.8391583452211124,0.26994323373375323,2.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,8.0,8.0,5.748216833095578,2.089794282062918,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.748216833095577,2.0897942820629183,10.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,5.0,5.0,0.8042082738944364,1.3497161686687655,0.0,0.0,5.0,5.0,2.643366619115549,1.309218947458389,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.608416547788873,1.3429475112993257,2.0,10.245,16.48,6.235000000000001,11.504598787446504,1.6005035284319722,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8008787924393723,0.6618236542223153,0.5953947,194.0,229.0,35.0,221.3006419400856,8.782160852338512,225.0
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,other,13.0,28.0,15.0,24.30683311432326,3.899200685176327,28.0,49.0,73.0,24.0,59.489159001314064,5.528830978327499,61.0,26.9815386,58.933195,31.951656399999997,51.807697427595265,8.335195243693287,58.6934,933.47,2180.0,1246.53,1691.1472306176083,254.38440528620103,1728.0,6.0,13.0,7.0,9.328515111695138,1.6738591762343276,10.0,3.0,4.0,1.0,3.832128777923785,0.2793809497497066,4.0,121.0,139.0,18.0,127.69316688567673,5.242170461786048,124.0,1.61,1.91,0.2999999999999998,1.7992049934296976,0.11026117167224121,1.91,1.0,2.0,1.0,1.8321287779237845,0.2793809497497069,2.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,8.0,8.0,5.649802890932983,2.1150450424004656,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.649802890932984,2.115045042400465,10.0,0.0,1.0,1.0,0.16787122207621552,0.2793809497497069,0.0,0.0,5.0,5.0,0.8393561103810776,1.3969047487485344,0.0,0.0,5.0,5.0,2.671484888304862,1.3381167320818965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.678712220762155,1.3308371652901554,2.0,10.245,16.48,6.235000000000001,11.556371550591326,1.6530710497029109,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.809859452693824,0.6847182085065123,0.5953947,194.0,229.0,35.0,221.13896189224707,9.111701397462692,225.0
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,other,13.0,28.0,15.0,24.42307692307692,3.85207100591716,28.0,49.0,73.0,24.0,59.53671328671328,5.401199325150374,61.0,26.9815386,58.933195,31.951656399999997,52.02442749090908,8.152528403877941,58.6934,933.47,2180.0,1246.53,1692.3071853146853,246.75474907085922,1728.0,6.0,13.0,7.0,9.349650349650348,1.6417917746589075,10.0,3.0,4.0,1.0,3.8374125874125875,0.27230549171108603,4.0,121.0,139.0,18.0,127.57692307692307,5.152770306616456,124.0,1.61,1.91,0.2999999999999998,1.8026923076923076,0.10905863367401829,1.91,1.0,2.0,1.0,1.8374125874125875,0.27230549171108603,2.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,8.0,8.0,5.723776223776223,2.0965817399383835,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.723776223776224,2.096581739938383,10.0,0.0,1.0,1.0,0.16258741258741258,0.2723054917110861,0.0,0.0,5.0,5.0,0.8129370629370629,1.3615274585554307,0.0,0.0,5.0,5.0,2.65034965034965,1.3166169494840823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6258741258741254,1.3404934226612546,2.0,10.245,16.48,6.235000000000001,11.517456293706294,1.6136942821164852,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8031090944055943,0.6675565400019561,0.5953947,194.0,229.0,35.0,221.26048951048952,8.864424910753575,225.0
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,other,13.0,28.0,15.0,24.46148359486448,3.8354195453407707,28.0,49.0,73.0,24.0,59.552425106990015,5.358367453464685,61.0,26.9815386,58.933195,31.951656399999997,52.09603457689015,8.111061469154723,58.6934,933.47,2180.0,1246.53,1692.690431526391,244.22854109729116,1728.0,6.0,13.0,7.0,9.35663338088445,1.630902257016164,10.0,3.0,4.0,1.0,3.8391583452211124,0.26994323373375323,4.0,121.0,139.0,18.0,127.53851640513551,5.122152783571865,124.0,1.61,1.91,0.2999999999999998,1.8038445078459342,0.10862892016906764,1.91,1.0,2.0,1.0,1.8391583452211124,0.26994323373375323,2.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,8.0,8.0,5.748216833095578,2.089794282062918,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.748216833095577,2.0897942820629183,10.0,0.0,1.0,1.0,0.1608416547788873,0.26994323373375306,0.0,0.0,5.0,5.0,0.8042082738944364,1.3497161686687655,0.0,0.0,5.0,5.0,2.643366619115549,1.309218947458389,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.608416547788873,1.3429475112993257,2.0,10.245,16.48,6.235000000000001,11.504598787446504,1.6005035284319722,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.8008787924393723,0.6618236542223153,0.5953947,194.0,229.0,35.0,221.3006419400856,8.782160852338512,225.0
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,other,13.0,28.0,15.0,24.63258232235702,2.991419792207948,26.0,49.0,73.0,24.0,57.674523396880424,4.945045700434629,55.0,26.9815386,58.933195,31.951656399999997,52.78534938294628,6.416902101480036,55.845,933.47,2180.0,1246.53,1749.9633310225306,201.97321642031775,1811.0,6.0,13.0,7.0,8.772616984402081,1.5235647240102248,8.0,3.0,4.0,1.0,3.8811091854419413,0.20951157754356023,4.0,121.0,139.0,18.0,129.44506065857885,5.175860078274948,132.0,1.61,1.91,0.2999999999999998,1.796717504332756,0.0931139696451795,1.83,1.0,2.0,1.0,1.8218370883882151,0.29284177707559256,2.0,0.0,1.0,1.0,0.11889081455805894,0.2095115775435604,0.0,0.0,8.0,8.0,5.642980935875218,1.5709079112964022,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.583708838821491,1.654238110828435,8.0,0.0,1.0,1.0,0.1781629116117851,0.2928417770755927,0.0,0.0,5.0,5.0,0.5944540727902947,1.0475578877178018,0.0,0.0,5.0,5.0,3.1681109185441945,1.2294489215418303,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9407279029462745,1.026737112116998,4.0,10.245,16.48,6.235000000000001,11.336121317157712,1.2231198531819096,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.1135562816637783,0.8462064376852965,2.1106628,194.0,229.0,35.0,221.57608318890814,9.826070543569353,229.0
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,other,13.0,28.0,15.0,24.63258232235702,2.991419792207948,26.0,49.0,73.0,24.0,57.674523396880424,4.945045700434629,55.0,26.9815386,58.933195,31.951656399999997,52.78534938294628,6.416902101480036,55.845,933.47,2180.0,1246.53,1749.9633310225306,201.97321642031775,1811.0,6.0,13.0,7.0,8.772616984402081,1.5235647240102248,8.0,3.0,4.0,1.0,3.8811091854419413,0.20951157754356023,4.0,121.0,139.0,18.0,129.44506065857885,5.175860078274948,132.0,1.61,1.91,0.2999999999999998,1.796717504332756,0.0931139696451795,1.83,1.0,2.0,1.0,1.8218370883882151,0.29284177707559256,2.0,0.0,1.0,1.0,0.11889081455805894,0.2095115775435604,0.0,0.0,8.0,8.0,5.642980935875218,1.5709079112964022,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.583708838821491,1.654238110828435,8.0,0.0,1.0,1.0,0.1781629116117851,0.2928417770755927,0.0,0.0,5.0,5.0,0.5944540727902947,1.0475578877178018,0.0,0.0,5.0,5.0,3.1681109185441945,1.2294489215418303,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9407279029462745,1.026737112116998,4.0,10.245,16.48,6.235000000000001,11.336121317157712,1.2231198531819096,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.1135562816637783,0.8462064376852965,2.1106628,194.0,229.0,35.0,221.57608318890814,9.826070543569353,229.0
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,other,13.0,28.0,15.0,24.63258232235702,2.991419792207948,26.0,49.0,73.0,24.0,57.674523396880424,4.945045700434629,55.0,26.9815386,58.933195,31.951656399999997,52.78534938294628,6.416902101480036,55.845,933.47,2180.0,1246.53,1749.9633310225306,201.97321642031775,1811.0,6.0,13.0,7.0,8.772616984402081,1.5235647240102248,8.0,3.0,4.0,1.0,3.8811091854419413,0.20951157754356023,4.0,121.0,139.0,18.0,129.44506065857885,5.175860078274948,132.0,1.61,1.91,0.2999999999999998,1.796717504332756,0.0931139696451795,1.83,1.0,2.0,1.0,1.8218370883882151,0.29284177707559256,2.0,0.0,1.0,1.0,0.11889081455805894,0.2095115775435604,0.0,0.0,8.0,8.0,5.642980935875218,1.5709079112964022,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.583708838821491,1.654238110828435,8.0,0.0,1.0,1.0,0.1781629116117851,0.2928417770755927,0.0,0.0,5.0,5.0,0.5944540727902947,1.0475578877178018,0.0,0.0,5.0,5.0,3.1681109185441945,1.2294489215418303,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9407279029462745,1.026737112116998,4.0,10.245,16.48,6.235000000000001,11.336121317157712,1.2231198531819096,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.1135562816637783,0.8462064376852965,2.1106628,194.0,229.0,35.0,221.57608318890814,9.826070543569353,229.0
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,other,13.0,28.0,15.0,24.63258232235702,2.991419792207948,26.0,49.0,73.0,24.0,57.674523396880424,4.945045700434629,55.0,26.9815386,58.933195,31.951656399999997,52.78534938294628,6.416902101480036,55.845,933.47,2180.0,1246.53,1749.9633310225306,201.97321642031775,1811.0,6.0,13.0,7.0,8.772616984402081,1.5235647240102248,8.0,3.0,4.0,1.0,3.8811091854419413,0.20951157754356023,4.0,121.0,139.0,18.0,129.44506065857885,5.175860078274948,132.0,1.61,1.91,0.2999999999999998,1.796717504332756,0.0931139696451795,1.83,1.0,2.0,1.0,1.8218370883882151,0.29284177707559256,2.0,0.0,1.0,1.0,0.11889081455805894,0.2095115775435604,0.0,0.0,8.0,8.0,5.642980935875218,1.5709079112964022,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.583708838821491,1.654238110828435,8.0,0.0,1.0,1.0,0.1781629116117851,0.2928417770755927,0.0,0.0,5.0,5.0,0.5944540727902947,1.0475578877178018,0.0,0.0,5.0,5.0,3.1681109185441945,1.2294489215418303,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.9407279029462745,1.026737112116998,4.0,10.245,16.48,6.235000000000001,11.336121317157712,1.2231198531819096,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.1135562816637783,0.8462064376852965,2.1106628,194.0,229.0,35.0,221.57608318890814,9.826070543569353,229.0
